ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1137,"","A medal from a GranDracmon.
Rarity: ★★★★★","大德古獸的獎牌
稀有度：★★★★★","","그랜드라크몬 메달
레어리티 : ★★★★★","Eine Medaille von einem GranDracmon.
Seltenheit: ★★★★★"
1138,"","A medal from a GroundLocomon.
Rarity: ★★★★★","超級火車獸的獎牌
稀有度：★★★★★","","그랜드로코몬 메달
레어리티 : ★★★★★","Eine Medaille von einem GrandLocomon.
Seltenheit: ★★★★★"
1139,"","A medal from a Kurisarimon.
Rarity: ★★★","魔蛹獸的獎牌
稀有度：★★★","","크리사리몬 메달
레어리티 : ★★★","Eine Medaille von einem Kurisarimon.
Seltenheit: ★★★"
1140,"","A medal from a Gryphonmon.
Rarity: ★★★★★","獅鳩獸的獎牌
稀有度：★★★★★","","그리폰몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Gryphonmon.
Seltenheit: ★★★★★"
1141,"","A medal from a Calumon.
Rarity: ★","古樂獸的獎牌
稀有度：★","","동글몬 메달
레어리티 : ★","Eine Medaille von einem Calumon.
Seltenheit: ★"
1142,"","A medal from a Grademon.
Rarity: ★★★★","黃金劍士獸的獎牌
稀有度：★★★★","","그레이드몬 메달
레어리티 : ★★★★","Eine Medaille von einem Grademon.
Seltenheit: ★★★★"
1143,"","A medal from a Greymon.
Rarity: ★★★","暴龍獸的獎牌
稀有度：★★★","","그레이몬 메달
레어리티 : ★★★","Eine Medaille von einem Greymon.
Seltenheit: ★★★"
1144,"","A medal from a Greymon (Blue).
Rarity: ★★★","暴龍獸(藍)的獎牌
稀有度：★★★","","그레이몬(청) 메달
레어리티 : ★★★","Eine Medaille von einem Greymon (Blau).
Seltenheit: ★★★"
1145,"","A medal from a Crescemon.
Rarity: ★★★★","新月獸的獎牌
稀有度：★★★★","","크레세몬 메달
레어리티 : ★★★★","Eine Medaille von einem Crescemon.
Seltenheit: ★★★★"
1146,"","A medal from a Craniamon.
Rarity: ★★★★★★","顱骨獸的獎牌
稀有度：★★★★★★","","크레니엄몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem Craniamon.
Seltenheit: ★★★★★★"
1147,"","A medal from an Eaglemon.
Rarity: ★★★★★","十字獸的獎牌
稀有度：★★★★★","","크로스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Eaglemon.
Seltenheit: ★★★★★"
1148,"","A medal from a Clockmon.
Rarity: ★★★","時鐘獸的獎牌
稀有度：★★★","","타임몬 메달
레어리티 : ★★★","Eine Medaille von einem Clockmon.
Seltenheit: ★★★"
1149,"","A medal from a Magnamon.
Rarity: ★★★★★","古洛頓獸的獎牌
稀有度：★★★★★","","그로트몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Magnamon.
Seltenheit: ★★★★★"
1150,"","A medal from a Kuwagamon.
Rarity: ★★★","古加獸的獎牌
稀有度：★★★","","쿠가몬 메달
레어리티 : ★★★","Eine Medaille von einem Kuwagamon.
Seltenheit: ★★★"
1151,"","A medal from a Kumbhiramon.
Rarity: ★★★★","飛鼠獸的獎牌
稀有度：★★★★","","굼비라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Kumbhiramon.
Seltenheit: ★★★★"
1152,"","A medal from a Gekomon.
Rarity: ★★★","怪蛙獸的獎牌
稀有度：★★★","","개굴몬 메달
레어리티 : ★★★","Eine Medaille von einem Gekomon.
Seltenheit: ★★★"
1153,"","A medal from a Gesomon.
Rarity: ★★★","墨魚獸的獎牌
稀有度：★★★","","연체몬 메달
레어리티 : ★★★","Eine Medaille von einem Gesomon.
Seltenheit: ★★★"
1154,"","A medal from a Keramon.
Rarity: ★★","哈哈獸的獎牌
稀有度：★★","","케라몬 메달
레어리티 : ★★","Eine Medaille von einem Keramon.
Seltenheit: ★★"
1155,"","A medal from a Kerpymon (Evil).
Rarity: ★★★★★","基路比獸(惡)的獎牌
稀有度：★★★★★","","켈비몬(악) 메달
레어리티 : ★★★★★","Eine Medaille von einem Kerpymon (Schwarz).
Seltenheit: ★★★★★"
1156,"","A medal from a Kerpymon (Good).
Rarity: ★★★★★","基路比獸(善)的獎牌
稀有度：★★★★★","","켈비몬(선) 메달
레어리티 : ★★★★★","Eine Medaille von einem Kerpymon (Gut).
Seltenheit: ★★★★★"
1157,"","A medal from a Ceresmon.
Rarity: ★★★★★","刻瑞斯獸的獎牌
稀有度：★★★★★","","케레스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Ceresmon.
Seltenheit: ★★★★★"
1158,"","A medal from a Centarumon.
Rarity: ★★★","人馬獸的獎牌
稀有度：★★★","","켄터스몬 메달
레어리티 : ★★★","Eine Medaille von einem Centarumon.
Seltenheit: ★★★"
1159,"","A medal from a GoldNumemon.
Rarity: ★★★","黃金鼻涕獸的獎牌
稀有度：★★★","","골드워매몬 메달
레어리티 : ★★★","Eine Medaille von einem GoldNumemon.
Seltenheit: ★★★"
1160,"","A medal from a GoldVeedramon.
Rarity: ★★★★★","黃金V龍獸的獎牌
稀有度：★★★★★","","골드브이드라몬 메달
레어리티 : ★★★★★","Eine Medaille von einem GoldVeedramon.
Seltenheit: ★★★★★"
1161,"","A medal from a Golemon.
Rarity: ★★★","岩石獸的獎牌
稀有度：★★★","","록몬 메달
레어리티 : ★★★","Eine Medaille von einem Golemon.
Seltenheit: ★★★"
1162,"","A medal from a Kokatorimon.
Rarity: ★★★","巨雞獸的獎牌
稀有度：★★★","","꼬끼몬 메달
레어리티 : ★★★","Eine Medaille von einem Kokatorimon.
Seltenheit: ★★★"
1163,"","A medal from a Kokuwamon.
Rarity: ★★","小古加獸的獎牌
稀有度：★★","","코구와몬 메달
레어리티 : ★★","Eine Medaille von einem Kokuwamon.
Seltenheit: ★★"
1164,"","A medal from a Goldramon.
Rarity: ★★★★★","神龍獸的獎牌
稀有度：★★★★★","","갓드라몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Goldramon.
Seltenheit: ★★★★★"
1165,"","A medal from a Gotsumon.
Rarity: ★★","礦石獸的獎牌
稀有度：★★","","울퉁몬 메달
레어리티 : ★★","Eine Medaille von einem Gotsumon.
Seltenheit: ★★"
1166,"","A medal from a Gotsumon X Anti-body.
Rarity: ★★","礦石獸X抗體的獎牌
稀有度：★★","","울퉁몬X항체 메달
레어리티 : ★★","Eine Medaille von einem Antikörper-Gotsumon X.
Seltenheit: ★★"
1167,"","A medal from a Kotemon.
Rarity: ★★","劍道獸的獎牌
稀有度：★★","","코테몬 메달
레어리티 : ★★","Eine Medaille von einem Kotemon.
Seltenheit: ★★"
1168,"","A medal from a Goburimon.
Rarity: ★★","野人獸的獎牌
稀有度：★★","","고부리몬 메달
레어리티 : ★★","Eine Medaille von einem Goblimon.
Seltenheit: ★★"
1169,"","A medal from a Gomamon.
Rarity: ★★","哥瑪獸的獎牌
稀有度：★★","","쉬라몬 메달
레어리티 : ★★","Eine Medaille von einem Gomamon.
Seltenheit: ★★"
1170,"","A medal from a Gorillamon.
Rarity: ★★","金剛獸的獎牌
稀有度：★★","","고릴라몬 메달
레어리티 : ★★","Eine Medaille von einem Gorillamon.
Seltenheit: ★★"
1171,"","A medal from a Coronamon.
Rarity: ★★","日冕獸的獎牌
稀有度：★★","","코로나몬 메달
레어리티 : ★★","Eine Medaille von einem Coronamon.
Seltenheit: ★★"
1172,"","A medal from a Koromon.
Rarity: ★","滾球獸的獎牌
稀有度：★","","코로몬 메달
레어리티 : ★","Eine Medaille von einem Koromon.
Seltenheit: ★"
1173,"","A medal from a SaberLeomon.
Rarity: ★★★★★","黃金劍獅獸的獎牌
稀有度：★★★★★","","샤벨레오몬 메달
레어리티 : ★★★★★","Eine Medaille von einem SaberLeomon.
Seltenheit: ★★★★★"
1174,"","A medal from a Cyclonemon.
Rarity: ★★★","獨眼龍獸的獎牌
稀有度：★★★","","사이크로몬 메달
레어리티 : ★★★","Eine Medaille von einem Cyclonemon.
Seltenheit: ★★★"
1175,"","A medal from a Cyberdramon.
Rarity: ★★★★","電子龍獸的獎牌
稀有度：★★★★","","사이버드라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Cyberdramon.
Seltenheit: ★★★★"
1176,"","A medal from a Sakuyamon.
Rarity: ★★★★★","沙古牙獸的獎牌
稀有度：★★★★★","","샤크라몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Sakuyamon.
Seltenheit: ★★★★★"
1177,"","A medal from a Maid Mode Sakuyamon.
Rarity: ★★★★★","沙古牙獸巫女型態的獎牌
稀有度：★★★★★","","샤크라몬 무녀모드 메달
레어리티 : ★★★★★","Eine Medaille von einem Sakuyamon: Magdmodus.
Seltenheit: ★★★★★"
1178,"","A medal from a Sagittarimon.
Rarity: ★★★★★","射手獸的獎牌
稀有度：★★★★★","","사수몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Sagittarimon.
Seltenheit: ★★★★★"
1179,"","A medal from a Submarimon.
Rarity: ★★★★★","潛鯊獸的獎牌
稀有度：★★★★★","","잠수몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Submarimon.
Seltenheit: ★★★★★"
1180,"","A medal from a Thunderbirdmon.
Rarity: ★★★★★","雷鳥獸的獎牌
稀有度：★★★★★","","썬더버드몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Thunderbirdmon.
Seltenheit: ★★★★★"
1181,"","A medal from a Thundermon.
Rarity: ★★★","閃電球獸的獎牌
稀有度：★★★","","번개콩알몬 메달
레어리티 : ★★★","Eine Medaille von einem Thundermon.
Seltenheit: ★★★"
1182,"","A medal from a Sandiramon.
Rarity: ★★★★","皇蛇獸的獎牌
稀有度：★★★★","","산티라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Sandiramon.
Seltenheit: ★★★★"
1183,"","A medal from a Sunflowmon.
Rarity: ★★★","向日葵獸的獎牌
稀有度：★★★","","해바라기몬 메달
레어리티 : ★★★","Eine Medaille von einem Sunflowmon.
Seltenheit: ★★★"
1184,"","A medal from a Seadramon.
Rarity: ★★★","海龍獸的獎牌
稀有度：★★★","","시드라몬 메달
레어리티 : ★★★","Eine Medaille von einem Seadramon.
Seltenheit: ★★★"
1185,"","A medal from a Jesmon.
Rarity: ★★★★★★","傑斯獸的獎牌
稀有度：★★★★★★","","제스몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem Jesmon.
Seltenheit: ★★★★★★"
1186,"","A medal from a Shellmon.
Rarity: ★★★","貝殼獸的獎牌
稀有度：★★★","","쉘몬 메달
레어리티 : ★★★","Eine Medaille von einem Shellmon.
Seltenheit: ★★★"
1187,"","A medal from a Zhuqiaomon.
Rarity: ★★★★★","玄武獸的獎牌
稀有度：★★★★★","","현무몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Zhuqiaomon.
Seltenheit: ★★★★★"
1188,"","A medal from a GeoGreymon.
Rarity: ★★★","大地暴龍獸的獎牌
稀有度：★★★","","지오그레이몬 메달
레어리티 : ★★★","Eine Medaille von einem GeoGreymon.
Seltenheit: ★★★"
1189,"","A medal from a Jijimon.
Rarity: ★★★★★","公公獸的獎牌
稀有度：★★★★★","","할배몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Jijimon.
Seltenheit: ★★★★★"
1190,"","A medal from a ShineGreymon.
Rarity: ★★★★★","閃光暴龍獸的獎牌
稀有度：★★★★★","","샤인그레이몬 메달
레어리티 : ★★★★★","Eine Medaille von einem ShineGreymon.
Seltenheit: ★★★★★"
1191,"","A medal from a ShineGreymon BM.
Rarity: ★★★★★","閃光暴龍獸BM的獎牌
稀有度：★★★★★","","샤인그레이몬BM 메달
레어리티 : ★★★★★","Eine Medaille von einem ShineGreymon BM.
Seltenheit: ★★★★★"
1192,"","A medal from a Shaujinmon.
Rarity: ★★★★","沙悟淨獸的獎牌
稀有度：★★★★","","샤우진몬 메달
레어리티 : ★★★★","Eine Medaille von einem Shaujinmon.
Seltenheit: ★★★★"
1193,"","A medal from a Jagamon.
Rarity: ★★★★","土豆獸的獎牌
稀有度：★★★★","","자가몬 메달
레어리티 : ★★★★","Eine Medaille von einem Jagamon.
Seltenheit: ★★★★"
1194,"","A medal from a Syakomon.
Rarity: ★★","蝦蛄獸的獎牌
稀有度：★★","","샤코몬 메달
레어리티 : ★★","Eine Medaille von einem Syakomon.
Seltenheit: ★★"
1195,"","A medal from a Justimon.
Rarity: ★★★★★","裁決獸的獎牌
稀有度：★★★★★","","저스티몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Justimon.
Seltenheit: ★★★★★"
1196,"","A medal from a Shakkoumon.
Rarity: ★★★★","古神獸的獎牌
稀有度：★★★★","","토우몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Shakkoumon.
Seltenheit: ★★★★"
1197,"","A medal from a Jyarimon.
Rarity: ★","沙礫獸的獎牌
稀有度：★","","쟈리몬 메달
레어리티 : ★","Eine Medaille von einem Jyarimon.
Seltenheit: ★"
1198,"","A medal from a JumboGamemon.
Rarity: ★★★★★","巨龜獸的獎牌
稀有度：★★★★★","","점보가메몬 메달
레어리티 : ★★★★★","Eine Medaille von einem JumboGamemon.
Seltenheit: ★★★★★"
1199,"","A medal from a Zephyrmon.
Rarity: ★★★★★","風神獸的獎牌
稀有度：★★★★★","","슈츠몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Zephyrmon.
Seltenheit: ★★★★★"
1200,"","A medal from a Shurimon.
Rarity: ★★★★★","忍者獸的獎牌
稀有度：★★★★★","","수리몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Shurimon.
Seltenheit: ★★★★★"
1201,"","A medal from a Cherrymon.
Rarity: ★★★★","祖利獸的獎牌
稀有度：★★★★","","쥬레이몬 메달
레어리티 : ★★★★","Eine Medaille von einem Cherrymon.
Seltenheit: ★★★★"
1202,"","A medal from a Silphymon.
Rarity: ★★★★★","人面戰鷹獸的獎牌
稀有度：★★★★★","","실피드몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Silphymon.
Seltenheit: ★★★★★"
1203,"","A medal from a Sinduramon.
Rarity: ★★★★","鐵雞獸的獎牌
稀有度：★★★★","","신드라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Sinduramon.
Seltenheit: ★★★★"
1204,"","A medal from a ZeedGarurumon.
Rarity: ★★★★★","Z'd加魯魯獸的獎牌
稀有度：★★★★★","","지드가루몬 메달
레어리티 : ★★★★★","Eine Medaille von einem ZeedGarurumon.
Seltenheit: ★★★★★"
1205,"","A medal from a ZeedMillenniummon.
Rarity: ★★★★★","最終千年獸的獎牌
稀有度：★★★★★","","지드밀레니엄몬 메달
레어리티 : ★★★★★","Eine Medaille von einem ZeedMillenniummon.
Seltenheit: ★★★★★"
1206,"","A medal from an Ebonwumon.
Rarity: ★★★★★","朱雀獸的獎牌
稀有度：★★★★★","","주작몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Ebonwumon.
Seltenheit: ★★★★★"
1207,"","A medal from a SuperStarmon.
Rarity: ★★★★","超級流星獸的獎牌
稀有度：★★★★","","슈퍼스타몬 메달
레어리티 : ★★★★","Eine Medaille von einem SuperStarmon.
Seltenheit: ★★★★"
1208,"","A medal from a Sukamon.
Rarity: ★★★","大便獸的獎牌
稀有度：★★★","","스카몬 메달
레어리티 : ★★★","Eine Medaille von einem Sukamon.
Seltenheit: ★★★"
1209,"","A medal from a SkullGreymon.
Rarity: ★★★★","喪屍暴龍獸的獎牌
稀有度：★★★★","","스컬그레이몬 메달
레어리티 : ★★★★","Eine Medaille von einem SkullGreymon.
Seltenheit: ★★★★"
1210,"","A medal from a SkullSatamon.
Rarity: ★★★★","喪屍撒旦獸的獎牌
稀有度：★★★★","","스컬사탄몬 메달
레어리티 : ★★★★","Eine Medaille von einem SkullSatamon.
Seltenheit: ★★★★"
1211,"","A medal from a SkullMammothmon.
Rarity: ★★★★★","喪屍長毛象獸的獎牌
稀有度：★★★★★","","스컬맘모스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem SkullMammothmon.
Seltenheit: ★★★★★"
1212,"","A medal from a Susanomon.
Rarity: ★★★★★","金剛武神獸的獎牌
稀有度：★★★★★","","스사노오몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Susanomon.
Seltenheit: ★★★★★"
1213,"","A medal from a Starmon.
Rarity: ★★★","星星獸的獎牌
稀有度：★★★","","스타몬 메달
레어리티 : ★★★","Eine Medaille von einem Starmon.
Seltenheit: ★★★"
1214,"","A medal from a Stingmon.
Rarity: ★★★","飛蟲獸的獎牌
稀有度：★★★","","스팅몬 메달
레어리티 : ★★★","Eine Medaille von einem Stingmon.
Seltenheit: ★★★"
1215,"","A medal from a Stegomon.
Rarity: ★★★★★","劍龍獸的獎牌
稀有度：★★★★★","","스테고몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Stegomon.
Seltenheit: ★★★★★"
1216,"","A medal from a Zudomon.
Rarity: ★★★★","祖頓獸的獎牌
稀有度：★★★★","","쥬드몬 메달
레어리티 : ★★★★","Eine Medaille von einem Zudomon.
Seltenheit: ★★★★"
1217,"","A medal from a Strikedramon.
Rarity: ★★★","強襲龍獸的獎牌
稀有度：★★★","","스트라이크드라몬 메달
레어리티 : ★★★","Eine Medaille von einem Strikedramon.
Seltenheit: ★★★"
1218,"","A medal from a Snimon.
Rarity: ★★★","螳螂獸的獎牌
稀有度：★★★","","스나이몬 메달
레어리티 : ★★★","Eine Medaille von einem Snimon.
Seltenheit: ★★★"
1219,"","A medal from a SlashAngemon.
Rarity: ★★★★★","斬擊天使獸的獎牌
稀有度：★★★★★","","슬래쉬엔젤몬 메달
레어리티 : ★★★★★","Eine Medaille von einem SlashAngemon.
Seltenheit: ★★★★★"
1220,"","A medal from a Kentaurosmon.
Rarity: ★★★★★★","八腳馬獸的獎牌
稀有度：★★★★★★","","슬레이프몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem Kentaurosmon.
Seltenheit: ★★★★★★"
1221,"","A medal from a Slayerdramon.
Rarity: ★★★★★","斬龍獸的獎牌
稀有度：★★★★★","","슬레이어드라몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Slayerdramon.
Seltenheit: ★★★★★"
1222,"","A medal from a Sepikmon.
Rarity: ★★★★★","土人獸的獎牌
稀有度：★★★★★","","세피몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Sepikmon.
Seltenheit: ★★★★★"
1223,"","A medal from a Sephirothmon.
Rarity: ★★★★★","魔彈獸的獎牌
稀有度：★★★★★","","세피로트몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Sephirothmon.
Seltenheit: ★★★★★"
1224,"","A medal from a Seraphimon.
Rarity: ★★★★★","究極天使獸的獎牌
稀有度：★★★★★","","세라피몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Seraphimon.
Seltenheit: ★★★★★"
1225,"","A medal from a MegaGargomon.
Rarity: ★★★★★","撒多格杜獸的獎牌
稀有度：★★★★★","","세인트가르고몬 메달
레어리티 : ★★★★★","Eine Medaille von einem MegaGargomon.
Seltenheit: ★★★★★"
1226,"","A medal from a Socerimon.
Rarity: ★★★","冰巫師獸的獎牌
稀有度：★★★","","소서리몬 메달
레어리티 : ★★★","Eine Medaille von einem Socerimon.
Seltenheit: ★★★"
1227,"","A medal from a DarkTyrannomon.
Rarity: ★★★","黑暗巨龍獸的獎牌
稀有度：★★★","","다크티라노몬 메달
레어리티 : ★★★","Eine Medaille von einem DarkTyrannomon.
Seltenheit: ★★★"
1228,"","A medal from a Darkdramon.
Rarity: ★★★★★","暗龍獸的獎牌
稀有度：★★★★★","","다크드라몬 메달
레어리티 : ★★★★★","Eine Medaille von einem DarkDramon.
Seltenheit: ★★★★★"
1229,"","A medal from a Targetmon.
Rarity: ★★★","目標獸的獎牌
稀有度：★★★","","타겟몬 메달
레어리티 : ★★★","Eine Medaille von einem Targetmon.
Seltenheit: ★★★"
1230,"","A medal from a TigerVespamon.
Rarity: ★★★★★","虎蜂獸的獎牌
稀有度：★★★★★","","타이거베스파몬 메달
레어리티 : ★★★★★","Eine Medaille von einem TigerVespamon.
Seltenheit: ★★★★★"
1231,"","A medal from a Titamon.
Rarity: ★★★★★","泰坦獸的獎牌
稀有度：★★★★★","","타이타몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Titamon.
Seltenheit: ★★★★★"
1232,"","A medal from a DaiPenmon.
Rarity: ★★★★★","大企鵝獸的獎牌
稀有度：★★★★★","","왕펭귄몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Daipenmon.
Seltenheit: ★★★★★"
1233,"","A medal from a Taomon.
Rarity: ★★★★","祭師獸的獎牌
稀有度：★★★★","","도사몬 메달
레어리티 : ★★★★","Eine Medaille von einem Taomon.
Seltenheit: ★★★★"
1234,"","A medal from a Dragomon.
Rarity: ★★★★","達高獸的獎牌
稀有度：★★★★","","드라고몬 메달
레어리티 : ★★★★","Eine Medaille von einem Dragomon.
Seltenheit: ★★★★"
1235,"","A medal from a Duskmon.
Rarity: ★★★★★","暗黑獸的獎牌
稀有度：★★★★★","","더스크몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Duskmon.
Seltenheit: ★★★★★"
1236,"","A medal from a Tanemon.
Rarity: ★","種子獸的獎牌
稀有度：★","","시드몬 메달
레어리티 : ★","Eine Medaille von einem Tanemon.
Seltenheit: ★"
1237,"","A medal from a Darcmon.
Rarity: ★★★","貞德獸的獎牌
稀有度：★★★","","다르크몬 메달
레어리티 : ★★★","Eine Medaille von einem Darcmon.
Seltenheit: ★★★"
1238,"","A medal from a Tankmon.
Rarity: ★★★","坦克獸的獎牌
稀有度：★★★","","탱크몬 메달
레어리티 : ★★★","Eine Medaille von einem Tankmon.
Seltenheit: ★★★"
1239,"","A medal from a Chirinmon.
Rarity: ★★★★","麒麟獸的獎牌
稀有度：★★★★","","치린몬 메달
레어리티 : ★★★★","Eine Medaille von einem Chirinmon.
Seltenheit: ★★★★"
1240,"","A medal from a DemiVeemon.
Rarity: ★","豆丁獸的獎牌
稀有度：★","","꼬마몬 메달
레어리티 : ★","Eine Medaille von einem DemiVeemon.
Seltenheit: ★"
1241,"","A medal from a Kumamon.
Rarity: ★★★★★","冰熊獸的獎牌
稀有度：★★★★★","","챠크몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Kumamon.
Seltenheit: ★★★★★"
1242,"","A medal from a Caturamon.
Rarity: ★★★★","犬神獸的獎牌
稀有度：★★★★","","카두라몬 메달
레어리티 : ★★★★","Eine Medaille von einem Caturamon.
Seltenheit: ★★★★"
1243,"","A medal from a Chuumon.
Rarity: ★★","芝蒙獸的獎牌
稀有度：★★","","츄몬 메달
레어리티 : ★★","Eine Medaille von einem Chuumon.
Seltenheit: ★★"
1244,"","A medal from a Kokomon.
Rarity: ★","巧克力獸的獎牌
稀有度：★","","초코몬 메달
레어리티 : ★","Eine Medaille von einem Kokomon.
Seltenheit: ★"
1245,"","A medal from an Azulongmon.
Rarity: ★★★★★","青龍獸的獎牌
稀有度：★★★★★","","청룡몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Azulongmon.
Seltenheit: ★★★★★"
1246,"","A medal from a Tsunomon.
Rarity: ★","獨角獸的獎牌
稀有度：★","","뿔몬 메달
레어리티 : ★","Eine Medaille von einem Tsunomon.
Seltenheit: ★"
1247,"","A medal from a Tsumemon.
Rarity: ★","指爪獸的獎牌
稀有度：★","","츠메몬 메달
레어리티 : ★","Eine Medaille von einem Tsumemon.
Seltenheit: ★"
1248,"","A medal from a Dianamon.
Rarity: ★★★★★","狄安娜獸的獎牌
稀有度：★★★★★","","디아나몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Dianamon.
Seltenheit: ★★★★★"
1249,"","A medal from a Diaboromon.
Rarity: ★★★★★","超惡魔獸的獎牌
稀有度：★★★★★","","디아블로몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Diaboromon.
Seltenheit: ★★★★★"
1250,"","A medal from a Digmon.
Rarity: ★★★★★","鋼鑽獸的獎牌
稀有度：★★★★★","","디그몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Digmon.
Seltenheit: ★★★★★"
1251,"","A medal from a Dinobeemon.
Rarity: ★★★★","恐蜂獸的獎牌
稀有度：★★★★","","다이노몬 메달
레어리티 : ★★★★","Eine Medaille von einem Dinobeemon.
Seltenheit: ★★★★"
1252,"","A medal from a Tyrannomon.
Rarity: ★★★","巨龍獸的獎牌
稀有度：★★★","","티라노몬 메달
레어리티 : ★★★","Eine Medaille von einem Tyrannomon.
Seltenheit: ★★★"
1253,"","A medal from a Gatomon.
Rarity: ★★★","迪路獸的獎牌
稀有度：★★★","","가트몬 메달
레어리티 : ★★★","Eine Medaille von einem Gatomon.
Seltenheit: ★★★"
1254,"","A medal from a Creepymon.
Rarity: ★★★★★","究極魔獸的獎牌
稀有度：★★★★★","","마왕몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Creepymon.
Seltenheit: ★★★★★"
1255,"","A medal from a DeathXmon.
Rarity: ★★★★★","死亡X獸的獎牌
稀有度：★★★★★","","데크스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Dexmon.
Seltenheit: ★★★★★"
1256,"","A medal from a Digitamamon.
Rarity: ★★★★","蛋蛋獸的獎牌
稀有度：★★★★","","디지타몬 메달
레어리티 : ★★★★","Eine Medaille von einem Digitamamon.
Seltenheit: ★★★★"
1257,"","A medal from a SkullMeramon.
Rarity: ★★★★","死神火焰獸的獎牌
稀有度：★★★★","","데드메라몬 메달
레어리티 : ★★★★","Eine Medaille von einem SkullMeramon.
Seltenheit: ★★★★"
1258,"","A medal from a Ghoulmon.
Rarity: ★★★★★","死亡獸的獎牌
稀有度：★★★★★","","데스몬 메달
레어리티 : ★★★★★","Eine Medaille von einem Ghoulmon.
Seltenheit: ★★★★★"
1259,"","A medal from a Devidramon.
Rarity: ★★★","邪龍獸的獎牌
稀有度：★★★","","데블드라몬 메달
레어리티 : ★★★","Eine Medaille von einem Devidramon.
Seltenheit: ★★★"
1260,"","A medal from a Devimon.
Rarity: ★★★","惡魔獸的獎牌
稀有度：★★★","","데블몬 메달
레어리티 : ★★★","Eine Medaille von einem Devimon.
Seltenheit: ★★★"
1261,"","A medal from a Gallantmon.
Rarity: ★★★★★★","紅蓮騎士獸的獎牌
稀有度：★★★★★★","","듀크몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem Gallantmon.
Seltenheit: ★★★★★★"
1262,"","A medal from a Gallantmon CM.
Rarity: ★★★★★★","紅蓮騎士獸CM的獎牌
稀有度：★★★★★★","","듀크몬CM 메달
레어리티 : ★★★★★★","Eine Medaille von einem Gallantmon CM.
Seltenheit: ★★★★★★"
1263,"","A medal from a Gallantmon X Anti-body.
Rarity: ★★★★★★","紅蓮騎士獸X抗體的獎牌
稀有度：★★★★★★","","듀크몬X항체 메달
레어리티 : ★★★★★★","Eine Medaille von einem Antikörper-Gallantmon X.
Seltenheit: ★★★★★★"
1264,"","A medal from a Dynasmon.
Rarity: ★★★★★★","杜納斯獸的獎牌
稀有度：★★★★★★","","듀나스몬 메달
레어리티 : ★★★★★★","Eine Medaille von einem Dynasmon.
Seltenheit: ★★★★★★"
1265,"","A medal from a Dynasmon X Anti-body
Rarity: ★★★★★★","杜納斯獸X抗體的獎牌
稀有度：★★★★★★","","듀나스몬X항체 메달
레어리티 : ★★★★★★","Eine Medaille von einem Antikörper-Dynasmon X.
Seltenheit: ★★★★★★"
1266,"","A medal from a Deramon.
Rarity: ★★★★","華麗獸的獎牌
稀有度：★★★★","","뿌띠몬 메달
레어리티 : ★★★★","Eine Medaille von einem Deramon.
Seltenheit: ★★★★"
1267,"","A medal from a Terriermon.
Rarity: ★★","大耳獸的獎牌
稀有度：★★","","테리어몬 메달
레어리티 : ★★","Eine Medaille von einem Terriermon.
Seltenheit: ★★"
